S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,T.NO-352,S,DA,26,351-352,253.647393047908,4.73,138,,11.036583333333333,77.91294444444445,GOOD,GOOD,11KV,MUD ROAD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.91294444444445 11.036583333333333, 77.91094444444445 11.037611111111111)"
12,T.NO-353,S,DA,26,352-353,245.521893117498,7.18,139,,11.037611111111111,77.91094444444445,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.91094444444445 11.037611111111111, 77.90897222222223 11.038666666666666)"
13,T.NO-354,S,DA,26,353-354,246.058936029562,8.12,137,,11.038666666666666,77.90897222222223,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.90897222222223 11.038666666666666, 77.90708333333333 11.039666666666667)"
14,T.NO-355,S,DA,26,354-355,235.715930730191,,135,,11.039666666666667,77.90708333333333,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.90708333333333 11.039666666666667, 77.90522222222222 11.040666666666667)"
15,T.NO-356,T,DC,26,355-356,229.941296856393,4.17,136,"1°20'46"" ",11.040666666666667,77.90522222222222,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.90522222222222 11.040666666666667, 77.90319444444445 11.041694444444444)"
16,T.NO-185,T,DC,26,356-185,249.545587017683,6.34,135,,11.041694444444444,77.90319444444445,GOOD,GOOD,,"TAR ROAD-1,RIVER-1",PLAIN,BUSHES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.90319444444445 11.041694444444444, 77.90138888888889 11.042638888888888)"
17,T.NO-184,S,DA,26,185-184,225.424044857686,,136,,11.042638888888888,77.90138888888889,GOOD,GOOD,LT-1,CEMENT ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.90138888888889 11.042638888888888, 77.89916666666667 11.043833333333334)"
18,T.NO-183,S,DA,26,184-183,276.42177917089,,138,,11.043833333333334,77.89916666666667,GOOD,GOOD,,TAR ROAD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.89916666666667 11.043833333333334, 77.89769444444445 11.044611111111111)"
19,T.NO-182,S,DA,26,183-182,182.945347030199,6.17,140,,11.044611111111111,77.89769444444445,GOOD,GOOD,,765KV XING ABOVE,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.89769444444445 11.044611111111111, 77.89602777777779 11.045527777777778)"
20,T.NO-181,S,DA,26,182-181,207.663188841932,5.39,143,,11.045527777777778,77.89602777777779,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.89602777777779 11.045527777777778, 77.89430555555556 11.046416666666666)"
21,T.NO-180,T,DC,26,181-180,212.42645786248,5.82,146,"1°52'4"" ",11.046416666666666,77.89430555555556,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.89430555555556 11.046416666666666, 77.8926388888889 11.047305555555555)"
22,T.NO-179,S,DA,26,180-179,205.827597760845,6.19,148,,11.047305555555555,77.8926388888889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8926388888889 11.047305555555555, 77.89077777777779 11.048277777777777)"
23,T.NO-178,S,DA,26,179-178,232.107733606616,6.22,149,,11.048277777777777,77.89077777777779,GOOD,GOOD,LT-1,MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.89077777777779 11.048277777777777, 77.8891388888889 11.049138888888889)"
24,T.NO-177,S,DA,26,178-177,200.830774534183,5.8,150,,11.049138888888889,77.8891388888889,GOOD,GOOD,LT-1,TAR ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8891388888889 11.049138888888889, 77.88761111111111 11.049972222222221)"
25,T.NO-176,T,DC,26,177-176,191.942699783034,5.12,151,,11.049972222222221,77.88761111111111,GOOD,GOOD,LT-1,TAR ROAD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.88761111111111 11.049972222222221, 77.8861388888889 11.05075)"
26,T.NO-175,T,DC,26,176-175,182.945347030199,2.1,153,"27°14'17"" ",11.05075,77.8861388888889,GOOD,GOOD,"11KV-2,LT-2",TAR ROAD-1,PLAIN,INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8861388888889 11.05075, 77.88497222222223 11.050777777777778)"
27,T.NO-174 LILO,T,DC,26,175-174,128.003906190397,1.53,154,,11.050777777777778,77.88497222222223,GOOD,GOOD,,,PLAIN,INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
