S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,T.NO 65,S,DA,26,66-65,250.683066839386,4.23,180,,79.05897222222222,12.269444444444446,GOOD,GOOD,"LT-1 , HT-1",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.05897222222222 12.269444444444446, 79.05827777777777 12.271666666666668)"
12,T.NO 64,S,DA,26,65-64,255.360529448073,6.45,183,,79.05827777777777,12.271666666666668,GOOD,GOOD,,MUD ROAD-2,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.05827777777777 12.271666666666668, 79.05769444444444 12.273722222222222)"
13,T.NO 63,S,DA,26,64-63,238.472220604413,8.05,183,,79.05769444444444,12.273722222222222,GOOD,GOOD,,MUD ROAD-2,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.05769444444444 12.273722222222222, 79.05705555555555 12.275916666666667)"
14,T.NO 62,S,DA,26,63-62,250.40966435024,14.65,182,,79.05705555555555,12.275916666666667,GOOD,GOOD,LT-1,MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.05705555555555 12.275916666666667, 79.05638888888889 12.27813888888889)"
15,T.NO 61,S,DA,26,62-61,257.689735922873,9.75,187,,79.05638888888889,12.27813888888889,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.05638888888889 12.27813888888889, 79.05622222222222 12.278722222222223)"
16,T.NO 60 T.V.MALAI 230KV LILO,T,DD,28,61-60,65.8027355054484,5.18,188,"179°46'17""",79.05622222222222,12.278722222222223,GOOD,GOOD,LT-1,,CULTIVATION LAND,T.V.MALAI 230KV LILO NEED 3WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.05622222222222 12.278722222222223, 79.05427777777777 12.277083333333334)"
17,T.NO 59,T,DC,26,60-59,277.584221453598,6.38,187,,79.05427777777777,12.277083333333334,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.05427777777777 12.277083333333334, 79.05283333333333 12.275555555555556)"
18,T.NO 58,S,DA,26,59-58,229.897803382286,8.92,187,,79.05283333333333,12.275555555555556,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.05283333333333 12.275555555555556, 79.05155555555555 12.27413888888889)"
19,T.NO 57,S,DA,26,58-57,209.690247746527,11.23,189,,79.05155555555555,12.27413888888889,GOOD,GOOD,LT,MUDROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.05155555555555 12.27413888888889, 79.05024999999999 12.272694444444445)"
20,T.NO 56,T,DB,24,57-56,214.515733688697,6.48,187,"14°31'58""",79.05024999999999,12.272694444444445,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.05024999999999 12.272694444444445, 79.0483611111111 12.271500000000001)"
21,T.NO 55,S,DA,26,56-55,243.821656134151,8.41,189,,79.0483611111111,12.271500000000001,GOOD,GOOD,"2 NOS LT,HT",MUDROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.0483611111111 12.271500000000001, 79.04627777777777 12.270138888888889)"
22,T.NO 54,S,DA,26,55-54,271.823472128512,7.32,188,,79.04627777777777,12.270138888888889,GOOD,GOOD,,MUDROAD,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.04627777777777 12.270138888888889, 79.04441666666666 12.268916666666668)"
23,T.NO 53,S,DA,26,54-53,244.364481870832,5.89,187,,79.04441666666666,12.268916666666668,GOOD,GOOD,2NOS LT,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.04441666666666 12.268916666666668, 79.04230555555556 12.267555555555557)"
24,T.NO 52,S,DA,26,53-52,272.662795408541,4.67,189,,79.04230555555556,12.267555555555557,GOOD,GOOD,LT,,"CULTIVATION LAND,BOND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.04230555555556 12.267555555555557, 79.04063888888889 12.266444444444444)"
25,T.NO 51,T,DB,24,52-51,222.71281956816,6.07,190,"6°18'45""",79.04063888888889,12.266444444444444,GOOD,GOOD,"LT,HT",MUDROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.04063888888889 12.266444444444444, 79.03877777777778 12.264916666666666)"
26,T.NO 50,T,DB,24,51-50,260.049995193232,9.58,192,"9°46'51""",79.03877777777778,12.264916666666666,GOOD,GOOD,"2NOS LT,HT","ROAD,MUDROAD",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.03877777777778 12.264916666666666, 79.03688888888888 12.263861111111112)"
27,T.NO 49,S,DA,26,50-49,239.140126285824,14.21,191,,79.03688888888888,12.263861111111112,GOOD,GOOD,,MUDROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.03688888888888 12.263861111111112, 79.03494444444445 12.26275)"
28,T.NO 48,S,DA,26,49-48,244.476992782552,10.83,193,,79.03494444444445,12.26275,GOOD,GOOD,,MUDROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.03494444444445 12.26275, 79.03302777777778 12.26163888888889)"
29,T.NO 47,S,DA,26,48-47,241,13.69,194,,79.03302777777778,12.26163888888889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.03302777777778 12.26163888888889, 79.03108333333333 12.260555555555555)"
30,T.NO 46,S,DA,26,47-46,242.2436789681,7.18,197,,79.03108333333333,12.260555555555555,GOOD,GOOD,,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.03108333333333 12.260555555555555, 79.02891666666666 12.259305555555555)"
31,T.NO 45,T,DD,28,46-45,274.116763442151,4.68,202,"42°9'32""",79.02891666666666,12.259305555555555,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.02891666666666 12.259305555555555, 79.02866666666667 12.258527777777777)"
32,T.NO 44,T,DB,24,45-44,92.655275079188,5.28,206,"11°35'23""",79.02866666666667,12.258527777777777,GOOD,GOOD, 110KV,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.02866666666667 12.258527777777777, 79.02713888888889 12.25586111111111)"
33,T.NO 43,T,DD,28,44-43,337.746946692342,4.72,197,"32°38'22""",79.02713888888889,12.25586111111111,GOOD,GOOD,LT,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.02713888888889 12.25586111111111, 79.02505555555555 12.254805555555556)"
34,T.NO 42,S,DA,26,43-42,255.812431285112,7.12,200,,79.02505555555555,12.254805555555556,GOOD,GOOD,3NOS LT,MUDROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.02505555555555 12.254805555555556, 79.02291666666666 12.253722222222223)"
35,T.NO 41,S,DA,26,42-41,258.940147524481,8.15,199,,79.02291666666666,12.253722222222223,GOOD,GOOD,"2NOS LT,HT","ROAD,MUDROAD",CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.02291666666666 12.253722222222223, 79.021 12.252666666666666)"
36,T.NO 40,S,DA,26,41-40,239.827020996384,9.05,198,,79.021,12.252666666666666,GOOD,GOOD,LT,MUDROAD,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.021 12.252666666666666, 79.01872222222222 12.251472222222223)"
37,T.NO 39,T,DB,24,40-39,279.588984046225,7.82,202,"2°2'50""",79.01872222222222,12.251472222222223,GOOD,GOOD,3NOS LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01872222222222 12.251472222222223, 79.0175 12.25088888888889)"
38,T.NO 38,S,DA,26,39-38,149.833240637717,10.19,200,,79.0175,12.25088888888889,GOOD,GOOD,,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.0175 12.25088888888889, 79.01566666666666 12.250027777777778)"
39,T.NO 37,S,DA,26,38-37,220.145406493072,5.38,193,,79.01566666666666,12.250027777777778,GOOD,GOOD,LT,MUDROAD,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01566666666666 12.250027777777778, 79.01383333333334 12.249138888888888)"
40,T.NO 36,T,DB,24,37-36,222.719554597256,7.48,193,"0°6'47""",79.01383333333334,12.249138888888888,GOOD,GOOD,2NOS LT,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01383333333334 12.249138888888888, 79.01205555555556 12.248305555555556)"
41,T.NO 35,S,DA,26,36-35,215.188289644209,11.68,197,,79.01205555555556,12.248305555555556,GOOD,GOOD,HT,"ROAD,MUDROAD",CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01205555555556 12.248305555555556, 79.01019444444445 12.247416666666666)"
42,T.NO 34,S,DA,26,35-34,225.459530736671,8.71,193,,79.01019444444445,12.247416666666666,GOOD,GOOD,,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01019444444445 12.247416666666666, 79.00838888888889 12.246583333333332)"
43,T.NO 33,S,DA,26,34-33,216.94469341286,6.55,189,,79.00838888888889,12.246583333333332,GOOD,GOOD,LT,"ROAD,MUDROAD",CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00838888888889 12.246583333333332, 79.00655555555555 12.245666666666667)"
44,T.NO 32,T,DD,28,33-32,222.281353244036,4.9,187,"39°34'1""",79.00655555555555,12.245666666666667,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00655555555555 12.245666666666667, 79.00597222222223 12.244416666666666)"
45,T.NO 31,T,DD,28,32-31,153.447059274526,5.25,186,"44°5'5""",79.00597222222223,12.244416666666666,GOOD,GOOD,HT,ROAD,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00597222222223 12.244416666666666, 79.00669444444445 12.242444444444443)"
46,T.NO 30,S,DA,26,31-30,232.757384415618,6.18,185,,79.00669444444445,12.242444444444443,GOOD,GOOD,LT,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00669444444445 12.242444444444443, 79.00738888888888 12.240583333333333)"
47,T.NO 29,S,DA,26,30-29,218.888099265355,4.8,185,,79.00738888888888,12.240583333333333,GOOD,GOOD,LT,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00738888888888 12.240583333333333, 79.00805555555556 12.238638888888888)"
48,T.NO 28,T,DC,26,29-28,226.419963784115,7.68,184,"23°55'34""",79.00805555555556,12.238638888888888,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00805555555556 12.238638888888888, 79.00966666666666 12.236944444444443)"
49,T.NO 27,T,DC,26,28-27,256.844310818831,3.65,183,"27°50'41""",79.00966666666666,12.236944444444443,GOOD,GOOD,"2NOS LT,HT",ROAD,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00966666666666 12.236944444444443, 79.01022222222223 12.235083333333332)"
50,T.NO 26,S,DA,26,27-26,214.282523785772,4.18,182,,79.01022222222223,12.235083333333332,GOOD,GOOD,LT,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01022222222223 12.235083333333332, 79.01072222222223 12.23336111111111)"
51,T.NO 25,S,DA,26,26-25,197.952014387326,6.28,181,,79.01072222222223,12.23336111111111,GOOD,GOOD,,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01072222222223 12.23336111111111, 79.01122222222222 12.2315)"
52,T.NO 24,S,DA,26,25-24,213.927557832085,5.91,180,,79.01122222222222,12.2315,GOOD,GOOD,,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01122222222222 12.2315, 79.01172222222222 12.229694444444444)"
53,T.NO 23,T,DB,24,24-23,206.649461649432,5.15,180,"4°49'44""",79.01172222222222,12.229694444444444,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01172222222222 12.229694444444444, 79.01213888888888 12.227444444444444)"
54,T.NO 22,S,DA,26,23-22,252.857667473225,6.09,178,,79.01213888888888,12.227444444444444,GOOD,GOOD,LT,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01213888888888 12.227444444444444, 79.01255555555555 12.225305555555556)"
55,T.NO 21,S,DA,26,22-21,240.869259142797,14.12,181,,79.01255555555555,12.225305555555556,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01255555555555 12.225305555555556, 79.01297222222222 12.223194444444445)"
56,T.NO 20,S,DA,26,21-20,238.100818982212,10.92,183,,79.01297222222222,12.223194444444445,GOOD,GOOD,,MUDROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01297222222222 12.223194444444445, 79.01338888888888 12.221083333333333)"
57,T.NO 19,S,DA,26,20-19,240.251951084689,7.85,182,,79.01338888888888,12.221083333333333,GOOD,GOOD,"LT,HT",ROAD,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01338888888888 12.221083333333333, 79.01377777777778 12.21888888888889)"
58,T.NO 18,T,DC,26,19-18,244.462676087782,5.35,180,"23°54'26""",79.01377777777778,12.21888888888889,GOOD,GOOD,,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01377777777778 12.21888888888889, 79.01458333333333 12.217777777777778)"
59,T.NO 17,S,DA,26,18-17,149.512541279988,4.78,176,,79.01458333333333,12.217777777777778,GOOD,GOOD,,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01458333333333 12.217777777777778, 79.01563888888889 12.216249999999999)"
60,T.NO 16,S,DA,26,17-16,206.072802669348,7.14,177,,79.01563888888889,12.216249999999999,GOOD,GOOD,"LT,HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01563888888889 12.216249999999999, 79.01663888888889 12.21486111111111)"
61,T.NO 15,S,DA,26,16-15,189.736659610103,6.85,182,,79.01663888888889,12.21486111111111,GOOD,GOOD,LT,ROAD,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01663888888889 12.21486111111111, 79.01766666666667 12.213388888888888)"
62,T.NO 14,T,DC,26,15-14,196.91876497683,11.82,185,"21°8'57""",79.01766666666667,12.213388888888888,GOOD,GOOD,,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01766666666667 12.213388888888888, 79.01802777777777 12.212)"
63,T.NO 13,S,DA,26,14-13,156.678013773471,9.05,181,,79.01802777777777,12.212,GOOD,GOOD,,MUDROAD,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01802777777777 12.212, 79.0183611111111 12.210444444444443)"
64,T.NO 12,T,DD,28,13-12,175.934646957329,7.95,178,"31°20'23""",79.0183611111111,12.210444444444443,GOOD,GOOD,,MUDROAD,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.0183611111111 12.210444444444443, 79.01997222222222 12.208833333333333)"
65,T.NO 11,S,DA,26,12-11,248.243831746128,8.42,177,,79.01997222222222,12.208833333333333,GOOD,GOOD,2NOS LT,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.01997222222222 12.208833333333333, 79.0213888888889 12.207444444444445)"
66,T.NO 10,S,DA,26,11-10,219.207664099593,12.28,178,,79.0213888888889,12.207444444444445,GOOD,GOOD,"2NOS LT,HT",,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.0213888888889 12.207444444444445, 79.023 12.205833333333333)"
67,T.NO 9,S,DA,26,10-9,248.937743221071,9.75,178,,79.023,12.205833333333333,GOOD,GOOD,2NOS LT,2NOS ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.023 12.205833333333333, 79.02463888888889 12.20422222222222)"
68,T.NO 8,T,DD,28,9-8,253.144227664784,8.41,183,"43°19'54""",79.02463888888889,12.20422222222222,GOOD,GOOD,LT,"ROAD,MUDROAD",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.02463888888889 12.20422222222222, 79.02697222222223 12.204138888888888)"
69,T.NO 7,S,DA,26,8-7,252.335094665803,13.81,184,,79.02697222222223,12.204138888888888,GOOD,GOOD,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.02697222222223 12.204138888888888, 79.02922222222222 12.204083333333333)"
70,T.NO 6,T,DC,26,7-6,247.099170374973,11.38,185,"16°25'35""",79.02922222222222,12.204083333333333,GOOD,GOOD,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.02922222222222 12.204083333333333, 79.03163888888889 12.204722222222221)"
71,T.NO 5,S,DA,26,6-5,271.900717174486,8.7,185,,79.03163888888889,12.204722222222221,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.03163888888889 12.204722222222221, 79.03377777777777 12.205277777777777)"
72,T.NO 4,S,DA,26,5-4,240.110391278678,4.93,184,,79.03377777777777,12.205277777777777,GOOD,GOOD,LT,MUDROAD,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.03377777777777 12.205277777777777, 79.03602777777778 12.205833333333333)"
73,T.NO 3,S,DA,26,4-3,252.723168704415,6.28,179,,79.03602777777778,12.205833333333333,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.03602777777778 12.205833333333333, 79.03833333333333 12.206416666666666)"
74,T.NO 2,T,DD,28,3-2,259.277843249284,4.95,178,"79°31'53""",79.03833333333333,12.206416666666666,GOOD,GOOD,HT,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.03833333333333 12.206416666666666, 79.03869444444445 12.205666666666666)"
75,T.NO 1,T,DC,26,2-1,91.2852671574116,,181,,79.03869444444445,12.205666666666666,GOOD,GOOD,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.03869444444445 12.205666666666666, 79.03858333333334 12.205333333333332)"
76,GT T.V MALAI 230KV SS,T,GT,15,1-GT,37.3363094051889,,182,,79.03858333333334,12.205333333333332,GOOD,MISSING,,,PLAIN,T.V.MALAI 230KV SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G81),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
