S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
17,T.NO.89,S,SA,26,88-89,224.43930137121706,3.7,143,,79.4636388888889,13.039083333333334,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4636388888889 13.039083333333334, 79.46547222222223 13.040527777777777)"
18,T.NO.90,S,SA,26,89-90,254.7194535170017,3.94,142,,79.46547222222223,13.040527777777777,GOOD,GOOD,LT,"ROAD,POND",CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.46547222222223 13.040527777777777, 79.46725 13.041944444444445)"
19,T.NO.91,S,SA,26,90-91,250.50349298961882,3.51,139,,79.46725,13.041944444444445,GOOD,GOOD,"LT,HT",ROAD,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.46725 13.041944444444445, 79.46969444444444 13.043888888888889)"
20,T.NO.92,S,SA,26,91-92,340.14702703389895,6.47,143,,79.46969444444444,13.043888888888889,GOOD,GOOD,"2 NOS  HT,LT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.46969444444444 13.043888888888889, 79.47191666666667 13.045638888888888)"
21,T.NO.93,S,SA,26,92-93,308.9142275778181,6.88,149,,79.47191666666667,13.045638888888888,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.47191666666667 13.045638888888888, 79.47419444444445 13.047416666666667)"
22,T.NO.94,T,SB,24,93-94,315.93986769637036,3.29,137,"0°20'51""",79.47419444444445,13.047416666666667,GOOD,GOOD,,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.47419444444445 13.047416666666667, 79.47652777777778 13.049222222222221)"
23,T.NO.95,S,SA,26,94-95,322.23283507426737,3.65,139,,79.47652777777778,13.049222222222221,GOOD,GOOD,"2 NOS LT,HT",ROAD,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.47652777777778 13.049222222222221, 79.47877777777778 13.051)"
24,T.NO.96,T,SB,24,95-96,314.53457679562035,4.41,136,"0°1'24""",79.47877777777778,13.051,GOOD,GOOD,LT,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.47877777777778 13.051, 79.48088888888888 13.05263888888889)"
25,T.NO.97,T,SB,24,96-97,289.8706608127149,4.78,138,"0°0'48""",79.48088888888888,13.05263888888889,GOOD,GOOD,LT,MUDROAD,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48088888888888 13.05263888888889, 79.48352777777778 13.054694444444445)"
26,T.NO.98,T,SB,24,97-98,367.4914965002592,3.86,134,"0°51'57""",79.48352777777778,13.054694444444445,GOOD,GOOD,"2 NOS  LT,400KV",2 NOS ROAD,CULTIVACTION,400KV CROSSING ABOVE OUR LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48352777777778 13.054694444444445, 79.48575 13.05638888888889)"
27,T.NO.99,T,SD,28,98-99,305.4079239312562,4.1,141,"32°27'27""",79.48575,13.05638888888889,GOOD,GOOD,3 NOS  LT,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48575 13.05638888888889, 79.48861111111111 13.05663888888889)"
28,T.NO.100,T,SB,24,99-100,309.0954545120326,3.62,132,"1°8'54""",79.48861111111111,13.05663888888889,GOOD,GOOD,LT,ROAD,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48861111111111 13.05663888888889, 79.49161111111111 13.056972222222223)"
29,T.NO.101,S,SA,26,100-101,329.9696955782455,4.57,136,,79.49161111111111,13.056972222222223,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49161111111111 13.056972222222223, 79.49466666666667 13.057333333333334)"
30,T.NO.102,S,SA,26,101-102,331.074009852782,4.26,138,,79.49466666666667,13.057333333333334,GOOD,GOOD,LT,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49466666666667 13.057333333333334, 79.49769444444445 13.05763888888889)"
31,T.NO.103,S,SA,26,102-103,331.54788492765266,3.68,134,,79.49769444444445,13.05763888888889,GOOD,GOOD,2 NOS LT,ROAD,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49769444444445 13.05763888888889, 79.50047222222223 13.057944444444445)"
32,T.NO.104,S,SA,26,103-104,301.4962686336267,4.92,130,,79.50047222222223,13.057944444444445,GOOD,GOOD,HT,MUDROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.50047222222223 13.057944444444445, 79.50330555555556 13.058250000000001)"
33,T.NO.105,T,SB,24,104-105,310.65253902068787,3.15,131,"8°56'14""",79.50330555555556,13.058250000000001,GOOD,GOOD,LT,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.50330555555556 13.058250000000001, 79.50597222222223 13.058944444444446)"
34,T.NO.106,S,SA,26,105-106,298.1157493323692,3.73,132,,79.50597222222223,13.058944444444446,GOOD,GOOD,,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.50597222222223 13.058944444444446, 79.50869444444444 13.059666666666667)"
35,T.NO.107,S,SA,26,106-107,308.29369114531033,4.46,129,,79.50869444444444,13.059666666666667,GOOD,GOOD,,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.50869444444444 13.059666666666667, 79.51122222222222 13.060361111111112)"
36,T.NO.108,T,SB,24,107-108,283.5577542582816,5.79,133,"0°10'27""",79.51122222222222,13.060361111111112,GOOD,GOOD,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.51122222222222 13.060361111111112, 79.51433333333334 13.061166666666667)"
37,T.NO.109,S,SA,26,108-109,350.2356349659469,5.04,127,,79.51433333333334,13.061166666666667,GOOD,GOOD,LT,MUDROAD,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.51433333333334 13.061166666666667, 79.51708333333333 13.061916666666667)"
38,T.NO.110,S,SA,26,109-110,307.5857603986244,5.6,126,,79.51708333333333,13.061916666666667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.51708333333333 13.061916666666667, 79.5196111111111 13.062583333333334)"
39,T.NO.111,S,SA,26,110-111,284.5241641759097,3.82,125,,79.5196111111111,13.062583333333334,GOOD,GOOD,"2 NOS HT,LT","ROAD,MDROAD",CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.5196111111111 13.062583333333334, 79.52219444444444 13.06325)"
40,T.NO.112,T,SB,24,111-112,288.1405906844782,3.51,127,"0°18'34""",79.52219444444444,13.06325,GOOD,GOOD,LT,ROAD,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.52219444444444 13.06325, 79.52480555555556 13.063944444444445)"
41,T.NO.113,S,SA,26,112-113,293.73627627516487,4.41,132,,79.52480555555556,13.063944444444445,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.52480555555556 13.063944444444445, 79.52697222222223 13.064527777777778)"
42,T.NO.114,S,SA,26,113-114,244.5240274492468,5.83,120,,79.52697222222223,13.064527777777778,GOOD,GOOD,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.52697222222223 13.064527777777778, 79.52977777777778 13.065305555555556)"
43,T.NO.115,S,SA,26,114-115,316.0917588296158,3.45,124,,79.52977777777778,13.065305555555556,GOOD,GOOD,,RIVER,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.52977777777778 13.065305555555556, 79.53222222222222 13.065944444444446)"
44,T.NO.116,T,SB,24,115-116,274.346496241523,5.68,123,"0°14'57""",79.53222222222222,13.065944444444446,GOOD,GOOD,,MUDRAOD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.53222222222222 13.065944444444446, 79.53513888888888 13.066722222222221)"
45,T.NO.117,T,SB,24,116-117,328.9072817679779,5.68,123,"14°5'40""",79.53513888888888,13.066722222222221,GOOD,GOOD,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.53513888888888 13.066722222222221, 79.5376111111111 13.066777777777778)"
46,T.NO.118,S,SA,26,117-118,268.02984908401527,5.21,122,,79.5376111111111,13.066777777777778,GOOD,GOOD,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.5376111111111 13.066777777777778, 79.54005555555555 13.066805555555556)"
47,T.NO.119,S,SA,26,118-119,264.0018939326004,4.75,122,,79.54005555555555,13.066805555555556,GOOD,GOOD,,POND,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.54005555555555 13.066805555555556, 79.54280555555556 13.066888888888888)"
48,T.NO.120,S,SA,26,119-120,298.10736320996836,3.48,122,,79.54280555555556,13.066888888888888,GOOD,GOOD,2 NOS LT,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.54280555555556 13.066888888888888, 79.54566666666666 13.066916666666666)"
49,T.NO.121,T,SB,24,120-121,312.00160255998685,5.16,116,"0°5'36""",79.54566666666666,13.066916666666666,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.54566666666666 13.066916666666666, 79.54855555555555 13.067083333333333)"
50,T.NO.122,S,SA,26,121-122,314.5155004129367,4.5,115,,79.54855555555555,13.067083333333333,GOOD,GOOD,"LT,HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.54855555555555 13.067083333333333, 79.55141666666667 13.067)"
51,T.NO.123,S,SA,26,122-123,308.27422856930485,4.35,127,,79.55141666666667,13.067,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.55141666666667 13.067, 79.55411111111111 13.067055555555555)"
52,T.NO.124,S,SA,26,123-124,292.04280508172087,3.9,114,,79.55411111111111,13.067055555555555,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.55411111111111 13.067055555555555, 79.55697222222221 13.06713888888889)"
53,T.NO.125,T,SC,26,124-125,310.0790221862808,3.62,116,"22°34'17""",79.55697222222221,13.06713888888889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.55697222222221 13.06713888888889, 79.55961111111111 13.068277777777778)"
54,T.NO.126,T,SB,24,125-126,312.64196775225173,2.81,111,"0°9'6""",79.55961111111111,13.068277777777778,GOOD,GOOD,2 NOS  HT,"2 NOS ROAD,CANAL",CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.55961111111111 13.068277777777778, 79.56238888888889 13.069416666666667)"
55,T.NO.127,S,SA,26,126-127,326.8470590352619,2.7,114,,79.56238888888889,13.069416666666667,GOOD,GOOD,LT,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.56238888888889 13.069416666666667, 79.56466666666667 13.070416666666667)"
56,T.NO.128,S,SA,26,127-128,271.8124353299532,3.08,113,,79.56466666666667,13.070416666666667,GOOD,GOOD,"HT,LT",MUDROAD,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.56466666666667 13.070416666666667, 79.56722222222221 13.071527777777778)"
57,T.NO.129,T,SB,24,128-129,304.50779957170226,4.98,109,"4°27'58""",79.56722222222221,13.071527777777778,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.56722222222221 13.071527777777778, 79.56983333333334 13.072388888888888)"
58,T.NO.130,S,SA,26,129-130,298.2029510249689,4.2,110,,79.56983333333334,13.072388888888888,GOOD,GOOD,2 NOS  LT,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.56983333333334 13.072388888888888, 79.57238888888888 13.073277777777777)"
59,T.NO.131,S,SA,26,130-131,292.2190958852621,3.76,109,,79.57238888888888,13.073277777777777,GOOD,GOOD,LT,"CANAL,RIVER",CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.57238888888888 13.073277777777777, 79.57477777777777 13.074083333333332)"
60,T.NO.132,T,SB,24,131-132,274.4886154287642,3.35,110,"1°38'24""",79.57477777777777,13.074083333333332,GOOD,GOOD,,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.57477777777777 13.074083333333332, 79.57580555555555 13.074472222222221)"
61,T.NO.133 SALAI LILO,T,DD,28,132-133,120.55289295574785,2.73,115,"75°37'11""",79.57580555555555,13.074472222222221,GOOD,GOOD,2 NOS LT,ROAD,CULTIVACTION,MOSUR LILO NEED 3WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G66),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
