S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
25,24,S,SA,22,23-24,264.59174066644886,2.27,19.747852,,10.777361111111112,79.57252777777778,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.57252777777778 10.777361111111112, 79.57033333333332 10.77638888888889)"
26,25,T,SC,22,24-25,261.15217390159046,4.2,21.5719679999999,"2°37'28"" L",10.77638888888889,79.57033333333332,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.57033333333332 10.77638888888889, 79.56830555555555 10.775416666666667)"
27,26,T,SC,22,25-26,247.14334729840198,2.73,21.854244,"23°19'36"" R",10.775416666666667,79.56830555555555,GOOD,Available,,CANAL,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.56830555555555 10.775416666666667, 79.56788888888889 10.77538888888889)"
28,27,T,H-POLE,12,26-27,45.55162057487743,1.98,18.4705559999999,"5°28'47"" L",10.77538888888889,79.56788888888889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.56788888888889 10.77538888888889, 79.56691666666666 10.775250000000002)"
29,28,T,SC,22,27-28,106.78690190659692,2.91,19.258879,"52°49'23"" R",10.775250000000002,79.56691666666666,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.56691666666666 10.775250000000002, 79.56513888888888 10.776972222222224)"
30,29,S,SA,22,28-29,273.3403240667357,3.67,19.47719,,10.776972222222224,79.56513888888888,GOOD,NO E/W,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.56513888888888 10.776972222222224, 79.56327777777777 10.778805555555556)"
31,30,S,SA,22,29-30,285.7896881442945,2.46,19.4158669999999,,10.778805555555556,79.56327777777777,GOOD,NO E/W,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.56327777777777 10.778805555555556, 79.56138888888889 10.780555555555557)"
32,31,S,SA,22,30-31,283.4962546560925,3.7,18.236462,,10.780555555555557,79.56138888888889,GOOD,NO E/W,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.56138888888889 10.780555555555557, 79.55944444444444 10.782277777777779)"
33,32,S,SA,22,31-32,285.8735012385525,2.37,19.62262,,10.782277777777779,79.55944444444444,GOOD,NO E/W,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.55944444444444 10.782277777777779, 79.55769444444444 10.784166666666666)"
34,33,T,SC,22,32-33,282.1684871194118,4.18,18.736139,"31°54'10"" L",10.784166666666666,79.55769444444444,GOOD,NO E/W,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.55769444444444 10.784166666666666, 79.55522222222221 10.784833333333333)"
35,34,S,SA,22,33-34,280.37606459691625,3.62,18.28619,,10.784833333333333,79.55522222222221,GOOD,NO E/W,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.55522222222221 10.784833333333333, 79.55272222222222 10.785416666666666)"
36,35,S,SA,22,34-35,282.40852877564737,2.82,20.349712,,10.785416666666666,79.55272222222222,GOOD,NO E/W,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.55272222222222 10.785416666666666, 79.55027777777778 10.786194444444444)"
37,36,S,SA,22,35-36,280.9065195381706,3.07,20.163246,,10.786194444444444,79.55027777777778,GOOD,NO E/W,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.55027777777778 10.786194444444444, 79.54783333333333 10.786805555555555)"
38,37,S,SA,22,36-37,273.98045952220144,4.62,20.991795,,10.786805555555555,79.54783333333333,GOOD,NO E/W,"2 LT,HT",CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.54783333333333 10.786805555555555, 79.54533333333333 10.7875)"
39,38,T,SC,22,37-38,284.57687125694895,4.02,20.449722,"31°31'34"" L",10.7875,79.54533333333333,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.54533333333333 10.7875, 79.54275 10.786777777777777)"
40,39,S,SA,22,38-39,294.71105166979174,3.18,20.780033,,10.786777777777777,79.54275,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.54275 10.786777777777777, 79.54022222222223 10.786249999999999)"
41,40,S,SA,22,39-40,281.9459778747503,1.9,22.489885,,10.786249999999999,79.54022222222223,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.54022222222223 10.786249999999999, 79.53775 10.785722222222223)"
42,41,S,SA,22,40-41,277.709151434087,2.26,22.728762,,10.785722222222223,79.53775,GOOD,Available,LT,CANAL,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.53775 10.785722222222223, 79.53502777777777 10.78513888888889)"
43,42,T,SC,22,41-42,302.76794690769646,3.11,22.7742669999999,"6°50'47"" R",10.78513888888889,79.53502777777777,GOOD,Available,HT,CANAL,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.53502777777777 10.78513888888889, 79.53272222222222 10.784916666666666)"
44,43,S,SA,22,42-43,253.47287331837984,4.18,23.992065,,10.784916666666666,79.53272222222222,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.53272222222222 10.784916666666666, 79.53016666666666 10.784638888888889)"
45,44,S,SA,22,43-44,282.1070279115797,2.79,24.061413,,10.784638888888889,79.53016666666666,GOOD,Available,"HT,2LT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.53016666666666 10.784638888888889, 79.52755555555555 10.784416666666667)"
46,45,S,SA,22,44-45,285.26396632935393,3.18,24.574833,,10.784416666666667,79.52755555555555,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.52755555555555 10.784416666666667, 79.52511111111112 10.784194444444445)"
47,46,S,SA,22,45-46,268.28622850383994,4.92,27.08041,,10.784194444444445,79.52511111111112,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.52511111111112 10.784194444444445, 79.52247222222222 10.784)"
48,47,T,SC,22,46-47,289.5731340991635,4.02,27.987663,"46°56'25"" L",10.784,79.52247222222222,GOOD,Available,"HT,110 KV",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.52247222222222 10.784, 79.52072222222222 10.781833333333335)"
49,48,S,SA,22,47-48,306.696244490796,3.47,26.747288,,10.781833333333335,79.52072222222222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.52072222222222 10.781833333333335, 79.51916666666666 10.779972222222224)"
50,49,S,SA,22,48-49,267.9316975963546,2.73,27.16255,,10.779972222222224,79.51916666666666,GOOD,Available,LT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.51916666666666 10.779972222222224, 79.51747222222222 10.777805555555556)"
51,50,S,SA,22,49-50,302.0809385599561,2.24,24.73852,,10.777805555555556,79.51747222222222,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.51747222222222 10.777805555555556, 79.51594444444444 10.775916666666667)"
52,51,S,SA,22,50-51,267.1684897909765,3.03,25.2304689999999,,10.775916666666667,79.51594444444444,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.51594444444444 10.775916666666667, 79.51433333333334 10.773888888888889)"
53,52,S,SA,22,51-52,286.38614058289056,3.42,27.143957,,10.773888888888889,79.51433333333334,GOOD,Available,"LT,HT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.51433333333334 10.773888888888889, 79.51263888888889 10.771861111111113)"
54,53,S,SA,22,52-53,289.87335633336613,2.9,25.425739,,10.771861111111113,79.51263888888889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.51263888888889 10.771861111111113, 79.51102777777778 10.769916666666667)"
55,54,T,SC,22,53-54,277.3080114206764,3.23,25.457321,"31°25'35"" L",10.769916666666667,79.51102777777778,GOOD,Available,,CANAL,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.51102777777778 10.769916666666667, 79.51091666666666 10.769055555555557)"
56,55,T,SC,22,54-55,97.10617069988501,3.76,25.211288,"52°15'40"" R",10.769055555555557,79.51091666666666,GOOD,Available,,RAILWAY,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.51091666666666 10.769055555555557, 79.50883333333333 10.767861111111111)"
57,56,S,SA,22,55-56,262.0211075460155,2.93,24.954332,,10.767861111111111,79.50883333333333,GOOD,Available,,METAL ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.50883333333333 10.767861111111111, 79.50675 10.766861111111112)"
58,57,S,SA,22,56-57,252.90135760923417,1.73,25.736362,,10.766861111111112,79.50675,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.50675 10.766861111111112, 79.50463888888889 10.765888888888888)"
59,58,S,SA,22,57-58,258.16547108440784,2.63,26.1072789999999,,10.765888888888888,79.50463888888889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.50463888888889 10.765888888888888, 79.50255555555556 10.76463888888889)"
60,59,S,SA,22,58-59,264.8012495835193,3.39,26.633406,,10.76463888888889,79.50255555555556,GOOD,Available,HT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.50255555555556 10.76463888888889, 79.50047222222223 10.763527777777778)"
61,60,S,SA,22,59-60,259.9485473917853,3.27,27.3733709999999,,10.763527777777778,79.50047222222223,GOOD,Available,"LT,HT",VILLAGE ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.50047222222223 10.763527777777778, 79.49825 10.762305555555555)"
62,61,T,SC,22,60-61,276.88166947743696,4.49,27.079117,"47°31'31"" L",10.762305555555555,79.49825,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49825 10.762305555555555, 79.49780555555556 10.760333333333334)"
63,62,T,SC,22,61-62,213,4.02,25.6383079999999,"10°49'37"" R",10.760333333333334,79.49780555555556,GOOD,Available,LT -2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49780555555556 10.760333333333334, 79.49702777777777 10.758611111111112)"
64,63,S,SA,22,62-63,224,1.26,26.4232669999999,,10.758611111111112,79.49702777777777,GOOD,Available,LT,METAL ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49702777777777 10.758611111111112, 79.49597222222222 10.756666666666666)"
65,64,S,SA,22,63-64,243.72944638846366,2.18,14.590486,,10.756666666666666,79.49597222222222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49597222222222 10.756666666666666, 79.49502777777778 10.754583333333333)"
66,65,S,SA,22,64-65,252.12694083370386,3.1,15.371019,,10.754583333333333,79.49502777777778,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49502777777778 10.754583333333333, 79.49375 10.752555555555556)"
67,66,S,SA,22,65-66,265.4343752771158,2.73,16.757072,,10.752555555555556,79.49375,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49375 10.752555555555556, 79.49266666666666 10.750444444444444)"
68,67,S,SA,22,66-67,260.5321479764682,2.62,19.166567,,10.750444444444444,79.49266666666666,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49266666666666 10.750444444444444, 79.49152777777778 10.74847222222222)"
69,68,S,SA,22,67-68,252.47619236680504,4.19,20.619532,,10.74847222222222,79.49152777777778,GOOD,Available,HT,METAL ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49152777777778 10.74847222222222, 79.49041666666666 10.746333333333332)"
70,69,S,SA,22,68-69,266.31290856408395,3.1,20.914356,,10.746333333333332,79.49041666666666,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49041666666666 10.746333333333332, 79.48933333333333 10.744305555555554)"
71,70,T,SC,22,69-70,253.2590108641973,2.96,22.538454,"37°29'55"" L",10.744305555555554,79.48933333333333,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48933333333333 10.744305555555554, 79.48977777777777 10.741777777777777)"
72,71,S,SA,22,70-71,282.6145790680858,1.9,22.948273,,10.741777777777777,79.48977777777777,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48977777777777 10.741777777777777, 79.49005555555556 10.739638888888887)"
73,72,S,SA,22,71-72,238.3374455506498,2.7,24.020786,,10.739638888888887,79.49005555555556,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49005555555556 10.739638888888887, 79.49061111111111 10.73686111111111)"
74,73,S,SA,22,72-73,312.2464183114176,2.12,22.562984,,10.73686111111111,79.49061111111111,GOOD,Available,,RIVER,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49061111111111 10.73686111111111, 79.49111111111111 10.733944444444443)"
75,74,T,SC,22,73-74,327.1927623722934,1.96,22.1227069999999,"14°27'55"" R",10.733944444444443,79.49111111111111,GOOD,Available,HT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49111111111111 10.733944444444443, 79.49094444444445 10.731777777777777)"
76,75,S,SA,22,74-75,248,2.63,20.9603159999999,,10.731777777777777,79.49094444444445,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49094444444445 10.731777777777777, 79.49069444444444 10.729055555555556)"
77,76,S,SA,22,75-76,301.24257200431765,2.7,20.764023,,10.729055555555556,79.49069444444444,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49069444444444 10.729055555555556, 79.4905 10.726750000000001)"
78,77,S,SA,22,76-77,256.61136480962966,3.18,22.4913729999999,,10.726750000000001,79.4905,GOOD,Available,HT,METAL ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4905 10.726750000000001, 79.49030555555555 10.72425)"
79,78,S,SA,22,77-78,276.9602111049662,2.16,21.29731,,10.72425,79.49030555555555,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49030555555555 10.72425, 79.49008333333333 10.721638888888888)"
80,79,S,SA,22,78-79,288.791890020652,3.79,23.560865,,10.721638888888888,79.49008333333333,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.49008333333333 10.721638888888888, 79.48991666666667 10.719166666666666)"
81,80,T,SC,22,79-80,274.4771280971479,2.26,24.1769329999999,"1°3'25"" R",10.719166666666666,79.48991666666667,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48991666666667 10.719166666666666, 79.48972222222223 10.716944444444444)"
82,81,S,SA,22,80-81,247.44275210978714,1.26,23.815777,,10.716944444444444,79.48972222222223,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48972222222223 10.716944444444444, 79.48947222222222 10.714083333333333)"
83,82,S,SA,22,81-82,316.47897117358673,1.96,23.412476,,10.714083333333333,79.48947222222222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48947222222222 10.714083333333333, 79.48925 10.711444444444444)"
84,83,S,SA,22,82-83,294.04091837638305,0.87,25.160831,,10.711444444444444,79.48925,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48925 10.711444444444444, 79.48905555555555 10.709027777777777)"
85,84,S,SA,22,83-84,267.1105518619113,1.02,24.189907,,10.709027777777777,79.48905555555555,GOOD,Available,LT,METAL ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48905555555555 10.709027777777777, 79.48861111111111 10.706388888888888)"
86,85,S,SA,22,84-85,296.880893143549,4.07,24.0486849999999,,10.706388888888888,79.48861111111111,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48861111111111 10.706388888888888, 79.48858333333334 10.703861111111111)"
87,86,S,SA,22,85-86,278.4116955199646,1.35,22.994316,,10.703861111111111,79.48858333333334,GOOD,Available,LT -2NO,VILLAGE ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48858333333334 10.703861111111111, 79.48838888888889 10.701416666666667)"
88,87,T,SC,22,86-87,272.3111582940783,2.96,21.9271199999999,"43°3'4"" R",10.701416666666667,79.48838888888889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48838888888889 10.701416666666667, 79.48663888888889 10.699861111111112)"
89,88,S,SA,22,87-88,257.011014382288,3.1,24.9731899999999,,10.699861111111112,79.48663888888889,GOOD,Available,LT,VILLAGE ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48663888888889 10.699861111111112, 79.48461111111111 10.697944444444445)"
90,89,S,SA,22,88-89,305.6526862192992,2.67,24.234171,,10.697944444444445,79.48461111111111,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48461111111111 10.697944444444445, 79.48275 10.696194444444444)"
91,90,T,SC,22,89-90,281.3839473676607,1.07,23.1264779999999,"10°12'5"" L",10.696194444444444,79.48275,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48275 10.696194444444444, 79.48136111111111 10.694361111111112)"
92,91,S,SA,22,90-91,253.84553027301732,3.39,24.246941,,10.694361111111112,79.48136111111111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48136111111111 10.694361111111112, 79.48 10.6925)"
93,92,S,SA,22,91-92,253.10612927659503,4.1,23.203543,,10.6925,79.48,GOOD,Available,,CANAL,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.48 10.6925, 79.47855555555556 10.690694444444444)"
