S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,10,T,SB,22,9-10,269,1.16,"=IF(H16>15,0)",20.261175,"23°50'24""R",9.789833333333334,78.9111388888889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.9111388888889 9.789833333333334, 78.91355555555556 9.790138888888889)"
12,11,S,SA+3,25,10-11,267.4913275081751,3.56,"=IF(H17>15,0)",23.418312,,9.790138888888889,78.91355555555556,GOOD,Available,LT,Sengamadai Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.91355555555556 9.790138888888889, 78.91577777777778 9.790416666666667)"
13,12,S,SA,22,11-12,247.1587847008667,2.01,"=IF(H18>15,0)",25.8286739999999,,9.790416666666667,78.91577777777778,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.91577777777778 9.790416666666667, 78.9178888888889 9.790666666666667)"
14,13,S,SA,22,12-13,234,1.27,"=IF(H19>15,0)",25.896099,,9.790666666666667,78.9178888888889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.9178888888889 9.790666666666667, 78.91988888888889 9.790916666666666)"
15,14,T,SC,22,13-14,221.82857250082844,1.3,"=IF(H20>15,0)",27.2502059999999,"28°47'60""R",9.790916666666666,78.91988888888889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.91988888888889 9.790916666666666, 78.92158333333334 9.79213888888889)"
16,15,S,SA,22,14-15,229,2.26,"=IF(H21>15,0)",27.123638,,9.79213888888889,78.92158333333334,GOOD,Available,LT,Thiruvadanai Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92158333333334 9.79213888888889, 78.9231388888889 9.79325)"
17,16,S,SA,22,15-16,213,1.51,"=IF(H22>15,0)",28.6046869999999,,9.79325,78.9231388888889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.9231388888889 9.79325, 78.92497222222222 9.794583333333334)"
18,17,T,SC,22,16-17,251,1.01,"=IF(H23>15,0)",28.480885,"44°10'48""L",9.794583333333334,78.92497222222222,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92497222222222 9.794583333333334, 78.92727777777779 9.79425)"
19,18,T,SC,22,17-18,254,3.48,"=IF(H24>15,0)",29.625874,"53°52'12""L",9.79425,78.92727777777779,GOOD,Available,LT,Anjukottai Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92727777777779 9.79425, 78.92822222222223 9.792472222222223)"
20,19,S,SA,22,18-19,223.18589382699804,2.5,"=IF(H25>15,0)",28.851032,,9.792472222222223,78.92822222222223,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92822222222223 9.792472222222223, 78.92922222222222 9.790666666666667)"
21,20,S,SA,22,19-20,228.07175424993042,2.27,"=IF(H26>15,0)",29.7487509999999,,9.790666666666667,78.92922222222222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92922222222222 9.790666666666667, 78.93025 9.78886111111111)"
22,21,S,SA,22,20-21,228.83256499799077,3.35,"=IF(H27>15,0)",28.612143,,9.78886111111111,78.93025,GOOD,Available,,Kadampakudi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.93025 9.78886111111111, 78.93125 9.787055555555556)"
23,22,S,SA,22,21-22,230,1.25,"=IF(H28>15,0)",28.7973059999999,,9.787055555555556,78.93125,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.93125 9.787055555555556, 78.93230555555556 9.785083333333333)"
24,23,S,SA,22,22-23,249,1.3,"=IF(H29>15,0)",30.400347,,9.785083333333333,78.93230555555556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.93230555555556 9.785083333333333, 78.93325 9.783583333333333)"
25,24,T,SB,21,23-24,200,3.25,"=IF(H30>15,0)",29.676662,"3°28'12""L",9.783583333333333,78.93325,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.93325 9.783583333333333, 78.93425 9.781777777777778)"
26,25,S,SA,22,24-25,228,4.41,"=IF(H31>15,0)",28.5750889999999,,9.781777777777778,78.93425,GOOD,Available,LT,Kadampakudi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.93425 9.781777777777778, 78.93519444444445 9.780000000000001)"
27,26,S,SA,22,25-26,222.41750173419896,2.3,"=IF(H32>15,0)",28.47183,,9.780000000000001,78.93519444444445,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.93519444444445 9.780000000000001, 78.93616666666667 9.778222222222222)"
28,27,S,SA,22,26-27,224.69248238237384,1.7,"=IF(H33>15,0)",27.574072,,9.778222222222222,78.93616666666667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.93616666666667 9.778222222222222, 78.93719444444444 9.776250000000001)"
29,28,T,SC,22,27-28,244.5467778101309,2.28,"=IF(H34>15,0)",27.526962,"30°9'36""R",9.776250000000001,78.93719444444444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.93719444444444 9.776250000000001, 78.93919444444445 9.775027777777778)"
30,29,S,SA,22,28-29,257.50005629096285,3.12,"=IF(H35>15,0)",28.086006,,9.775027777777778,78.93919444444445,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.93919444444445 9.775027777777778, 78.941 9.773861111111112)"
31,30,T,SC,22,29-30,235.91874170697312,1.05,"=IF(H36>15,0)",27.501207,"29°7'48""R",9.773861111111112,78.941,GOOD,Available,2-LT,Village Road,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.941 9.773861111111112, 78.94316666666667 9.773750000000001)"
32,31,S,SA,22,30-31,236.59639646670172,2.35,"=IF(H37>15,0)",27.183247,,9.773750000000001,78.94316666666667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.94316666666667 9.773750000000001, 78.94527777777778 9.77363888888889)"
33,32,S,SA,22,31-32,232.44817310209015,1.22,"=IF(H38>15,0)",28.262466,,9.77363888888889,78.94527777777778,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.94527777777778 9.77363888888889, 78.94747222222223 9.7735)"
34,33,S,SA,22,32-33,241.88954856878436,4.35,"=IF(H39>15,0)",28.193577,,9.7735,78.94747222222223,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.94747222222223 9.7735, 78.94961111111111 9.773416666666668)"
35,34,S,SA,22,33-34,235.86863607619276,3.21,"=IF(H40>15,0)",27.0623399999999,,9.773416666666668,78.94961111111111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.94961111111111 9.773416666666668, 78.95177777777778 9.773305555555556)"
36,35,S,SA,22,34-35,238,5.11,"=IF(H41>15,0)",26.047215,,9.773305555555556,78.95177777777778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.95177777777778 9.773305555555556, 78.95386111111111 9.773194444444446)"
37,36,S,SA,22,35-36,228.6881871722002,3.12,"=IF(H42>15,0)",24.4102749999999,,9.773194444444446,78.95386111111111,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.95386111111111 9.773194444444446, 78.95563888888888 9.773138888888889)"
38,37,T,SC,22,36-37,200,4.21,"=IF(H43>15,0)",24.1025619999999,"37°6'0""L",9.773138888888889,78.95563888888888,GOOD,Available,HT,Thinayathur Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.95563888888888 9.773138888888889, 78.95727777777778 9.771805555555556)"
39,38,S,SA,22,37-38,230.45439253412835,1.56,"=IF(H44>15,0)",24.2874599999999,,9.771805555555556,78.95727777777778,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.95727777777778 9.771805555555556, 78.9588888888889 9.7705)"
40,39,S,SA,22,38-39,228.68531053878277,4.07,"=IF(H45>15,0)",21.807323,,9.7705,78.9588888888889,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.9588888888889 9.7705, 78.96044444444445 9.769222222222224)"
41,40,S,SA,22,39-40,228,6.08,"=IF(H46>15,0)",22.557409,,9.769222222222224,78.96044444444445,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.96044444444445 9.769222222222224, 78.96213888888889 9.767833333333334)"
42,41,S,SA,22,40-41,239.92141966701155,4.56,"=IF(H47>15,0)",23.353088,,9.767833333333334,78.96213888888889,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.96213888888889 9.767833333333334, 78.96391666666666 9.766361111111111)"
43,42,S,SA,22,41-42,254.03803868005085,5.52,"=IF(H48>15,0)",22.42771,,9.766361111111111,78.96391666666666,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.96391666666666 9.766361111111111, 78.96536111111111 9.765222222222222)"
44,43,T,SC,22,42-43,206,2.71,"=IF(H49>15,0)",21.760914,"27°2'60""L",9.765222222222222,78.96536111111111,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.96536111111111 9.765222222222222, 78.96630555555556 9.76313888888889)"
45,44,S,SA,22,43-44,252.45189846863448,7.16,"=IF(H50>15,0)",22.5449869999999,,9.76313888888889,78.96630555555556,GOOD,Available,LT,Thondi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.96630555555556 9.76313888888889, 78.96725 9.761083333333334)"
46,45,S,SA,22,44-45,253,4.75,"=IF(H51>15,0)",23.429241,,9.761083333333334,78.96725,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.96725 9.761083333333334, 78.96825 9.759)"
47,46,T,SC,22,45-46,259,6.05,"=IF(H52>15,0)",24.1534499999999,"39°27'0""L",9.759,78.96825,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.96825 9.759, 78.96777777777778 9.757222222222222)"
48,47,T,SB,21,46-47,208,8.11,"=IF(H53>15,0)",23.335539,"17°40'12""R",9.757222222222222,78.96777777777778,GOOD,Available,LT,Thondi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.96777777777778 9.757222222222222, 78.96786111111112 9.75538888888889)"
49,48,S,SA,22,47-48,205,5.35,"=IF(H54>15,0)",21.399141,,9.75538888888889,78.96786111111112,GOOD,Available,HT,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.96786111111112 9.75538888888889, 78.96791666666667 9.753555555555556)"
50,49,S,SA,22,48-49,204,7.05,"=IF(H55>15,0)",10.738955,,9.753555555555556,78.96791666666667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.96791666666667 9.753555555555556, 78.968 9.751722222222222)"
51,50,T,SC,22,49-50,207,5.8,"=IF(H56>15,0)",13.345745,"56°40'12""R",9.751722222222222,78.968,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.968 9.751722222222222, 78.9696388888889 9.750722222222223)"
52,51,S,SA,22,50-51,212.5705884165249,8.09,"=IF(H57>15,0)",13.849188,,9.750722222222223,78.9696388888889,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.9696388888889 9.750722222222223, 78.97166666666666 9.749527777777777)"
53,52,S,SA,22,51-52,259,7.16,"=IF(H58>15,0)",13.4706969999999,,9.749527777777777,78.97166666666666,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.97166666666666 9.749527777777777, 78.97369444444445 9.748305555555556)"
54,53,S,SA,22,52-53,260,4.36,"=IF(H59>15,0)",14.085431,,9.748305555555556,78.97369444444445,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.97369444444445 9.748305555555556, 78.97572222222223 9.747055555555555)"
55,54,T,SB,21,53-54,265,5.51,"=IF(H60>15,0)",15.679573,"0°43'12""R",9.747055555555555,78.97572222222223,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.97572222222223 9.747055555555555, 78.97777777777777 9.745833333333332)"
56,55,S,SA,22,54-55,263.094322006339,8.23,"=IF(H61>15,0)",17.137888,,9.745833333333332,78.97777777777777,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.97777777777777 9.745833333333332, 78.97986111111112 9.744583333333333)"
57,56,S,SA+3,25,55-56,268,5.35,"=IF(H62>15,0)",16.217827,,9.744583333333333,78.97986111111112,GOOD,Available,HT,Thondi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.97986111111112 9.744583333333333, 78.98208333333334 9.743277777777777)"
58,57,S,SA,22,56-57,285.29484386289505,4.69,"=IF(H63>15,0)",17.150873,,9.743277777777777,78.98208333333334,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.98208333333334 9.743277777777777, 78.98411111111112 9.742027777777777)"
59,58,T,SB,21,57-58,265,8.2,"=IF(H64>15,0)",16.436384,"1°53'24""R",9.742027777777777,78.98411111111112,GOOD,Available,,Thondi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.98411111111112 9.742027777777777, 78.98622222222222 9.740805555555555)"
60,59,S,SA,22,58-59,271,4.51,"=IF(H65>15,0)",15.423076,,9.740805555555555,78.98622222222222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.98622222222222 9.740805555555555, 78.98836111111112 9.739583333333332)"
61,60,S,SA,22,59-60,270.7669628323654,2.5,"=IF(H66>15,0)",16.5421119999999,,9.739583333333332,78.98836111111112,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.98836111111112 9.739583333333332, 78.99036111111111 9.738416666666666)"
62,61,S,SA,22,60-61,256,6.3,"=IF(H67>15,0)",16.7753559999999,,9.738416666666666,78.99036111111111,GOOD,Available,2-LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.99036111111111 9.738416666666666, 78.99230555555556 9.737305555555555)"
63,62,T,SC,22,61-62,248,5.95,"=IF(H68>15,0)",16.649227,"41°22'48""R",9.737305555555555,78.99230555555556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.99230555555556 9.737305555555555, 78.99458333333334 9.737749999999998)"
64,63,S,SA,22,62-63,259,7.4,"=IF(H69>15,0)",18.4668309999999,,9.737749999999998,78.99458333333334,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.99458333333334 9.737749999999998, 78.99680555555555 9.738166666666666)"
65,64,S,SA,22,63-64,246,6.17,"=IF(H70>15,0)",15.4459079999999,,9.738166666666666,78.99680555555555,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.99680555555555 9.738166666666666, 78.99894444444445 9.738583333333333)"
66,65,S,SA,22,64-65,241.88394202918528,6.41,"=IF(H71>15,0)",16.323172,,9.738583333333333,78.99894444444445,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.99894444444445 9.738583333333333, 79.0008888888889 9.738944444444444)"
67,66,S,SA,22,65-66,218,3.97,"=IF(H72>15,0)",16.8948609999999,,9.738944444444444,79.0008888888889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.0008888888889 9.738944444444444, 79.00280555555555 9.739333333333333)"
68,67,S,SA,22,66-67,216,5.76,"=IF(H73>15,0)",14.863242,,9.739333333333333,79.00280555555555,GOOD,NO E/W,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00280555555555 9.739333333333333, 79.00483333333334 9.739722222222222)"
69,68,S,SA,22,67-68,224.33365987227913,9.1,"=IF(H74>15,0)",13.653155,,9.739722222222222,79.00483333333334,GOOD,NO E/W,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00483333333334 9.739722222222222, 79.00733333333334 9.740194444444443)"
70,69,T,SB,21,68-69,282,6.41,"=IF(H75>15,0)",14.062961,"7°34'48""L",9.740194444444443,79.00733333333334,GOOD,NO E/W,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00733333333334 9.740194444444443, 79.00913888888888 9.740305555555555)"
71,70,T,SC+6,29,69-70,198,2.25,"=IF(H76>15,0)",14.6540789999999,"33°5'24""L",9.740305555555555,79.00913888888888,GOOD,NO E/W,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00913888888888 9.740305555555555, 79.00938888888889 9.740166666666665)"
72,Gantry (Thondi SS),Gantry,H-Pole,12,70-Gantry ,32.015933227225354,,,14.0269549999999,,9.740166666666665,79.00938888888889,GOOD,NO E/W,HT,,SS,Lamp post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G7:G77),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,86.45,119.54,,=(G79-H79),"=G81&""°""&H81&""'""&ROUND(J81,0)&""""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DD,MM,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"=ROUNDDOWN(J79,0)","=ROUNDDOWN((J79-G81)*60,0)",,"=ROUND((J79-G81-H81/60)*3600,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
