S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire ( Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
13,13,T,H-POLE,12,12-13,40,0.95,"=IF(H18>15,0)",44.0340419999999,,9.65538888888889,78.61944444444444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61944444444444 9.65538888888889, 78.61922222222222 9.655666666666667)"
14,14,T,H-POLE,12,13-14,40,1.01,"=IF(H19>15,0)",45.7182579999999,,9.655666666666667,78.61922222222222,GOOD,Available,230 KV DC Line,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61922222222222 9.655666666666667, 78.61911111111111 9.655916666666666)"
15,15,T,DB,25,14-15,30.091223605838586,1.5,"=IF(H20>15,0)",44.094807,"22°6'36""L",9.655916666666666,78.61911111111111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61911111111111 9.655916666666666, 78.61905555555555 9.658083333333334)"
16,16,S,DA,26,15-16,240.15810304587364,2.35,"=IF(H21>15,0)",43.9829859999999,,9.658083333333334,78.61905555555555,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61905555555555 9.658083333333334, 78.61902777777777 9.660194444444445)"
17,17,S,DA,26,16-17,235,1.92,"=IF(H22>15,0)",44.7721519999999,,9.660194444444445,78.61902777777777,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61902777777777 9.660194444444445, 78.619 9.662305555555555)"
18,18,S,DA,26,17-18,235,1.63,"=IF(H23>15,0)",44.6640009999999,,9.662305555555555,78.619,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.619 9.662305555555555, 78.61897222222221 9.6645)"
19,19,S,DA,26,18-19,245,2.25,"=IF(H24>15,0)",45.3756709999999,,9.6645,78.61897222222221,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61897222222221 9.6645, 78.61891666666666 9.667166666666667)"
20,20,S,DA,26,19-20,300,1.46,"=IF(H25>15,0)",43.4247439999999,,9.667166666666667,78.61891666666666,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61891666666666 9.667166666666667, 78.61888888888888 9.669083333333333)"
21,21,T,DB,25,20-21,215,2.1,"=IF(H26>15,0)",44.948498,"18°48'36""L",9.669083333333333,78.61888888888888,GOOD,Available,,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61888888888888 9.669083333333333, 78.61963888888889 9.671472222222222)"
22,22,S,DA,26,21-22,280,0.77,"=IF(H27>15,0)",44.994377,,9.671472222222222,78.61963888888889,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.61963888888889 9.671472222222222, 78.62033333333332 9.67372222222222)"
23,23,S,DA,26,22-23,260.3155181801255,1.75,"=IF(H28>15,0)",44.818821,,9.67372222222222,78.62033333333332,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62033333333332 9.67372222222222, 78.62105555555554 9.67597222222222)"
24,24,S,DA,26,23-24,260,1.52,"=IF(H29>15,0)",43.950394,,9.67597222222222,78.62105555555554,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62105555555554 9.67597222222222, 78.62174999999999 9.678222222222221)"
25,25,S,DA,26,24-25,260.18456480920764,0.74,"=IF(H30>15,0)",45.7794529999999,,9.678222222222221,78.62174999999999,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62174999999999 9.678222222222221, 78.6223611111111 9.680194444444444)"
26,26,T,DB,25,25-26,230,2.07,"=IF(H31>15,0)",45.859467,"0°50'60""R",9.680194444444444,78.6223611111111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.6223611111111 9.680194444444444, 78.62313888888889 9.682805555555555)"
27,27,S,DA,26,26-27,305,1.57,"=IF(H32>15,0)",46.1765789999999,,9.682805555555555,78.62313888888889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62313888888889 9.682805555555555, 78.62380555555555 9.685)"
28,28,S,DA,26,27-28,254.51665341237197,1.2,"=IF(H33>15,0)",46.2104989999999,,9.685,78.62380555555555,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62380555555555 9.685, 78.62433333333333 9.686944444444444)"
29,29,S,DA,26,28-29,225,1,"=IF(H34>15,0)",46.1223949999999,,9.686944444444444,78.62433333333333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62433333333333 9.686944444444444, 78.62511111111111 9.689527777777778)"
30,30,T,DB,25,29-30,300,2.52,"=IF(H35>15,0)",48.1523169999999,"5°35'24""L",9.689527777777778,78.62511111111111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62511111111111 9.689527777777778, 78.62594444444444 9.691583333333334)"
31,31,S,DA,26,30-31,245.4671347584653,2.19,"=IF(H36>15,0)",47.326698,,9.691583333333334,78.62594444444444,GOOD,Available,"LT,11KV",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62594444444444 9.691583333333334, 78.62674999999999 9.693583333333333)"
32,32,S,DA,26,31-32,238.46814542721015,6.29,"=IF(H37>15,0)",47.2757229999999,,9.693583333333333,78.62674999999999,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62674999999999 9.693583333333333, 78.62763888888888 9.695833333333333)"
33,33,T,DB,25,32-33,266.1683489916946,0.61,"=IF(H38>15,0)",47.802128,"9°41'24""R",9.695833333333333,78.62763888888888,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62763888888888 9.695833333333333, 78.62816666666666 9.698416666666667)"
34,34,S,DA,26,33-34,292.3347219048706,1.45,"=IF(H39>15,0)",43.220612,,9.698416666666667,78.62816666666666,GOOD,Available,11 KV,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62816666666666 9.698416666666667, 78.62869444444443 9.700805555555554)"
35,35,S,DA,26,34-35,271.01333117834946,3.26,"=IF(H40>15,0)",43.109749,,9.700805555555554,78.62869444444443,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62869444444443 9.700805555555554, 78.6291111111111 9.703111111111111)"
36,36,S,DA,26,35-36,259.72380008458794,1.89,"=IF(H41>15,0)",44.8639259999999,,9.703111111111111,78.6291111111111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.6291111111111 9.703111111111111, 78.62966666666667 9.705583333333333)"
37,37,S,DA,26,36-37,280.87327247524615,0.75,"=IF(H42>15,0)",43.362625,,9.705583333333333,78.62966666666667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62966666666667 9.705583333333333, 78.6301111111111 9.707777777777777)"
38,38,T,DC,26,37-38,245.09741392495116,1.32,"=IF(H43>15,0)",44.290443,"38°30'0""R",9.707777777777777,78.6301111111111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.6301111111111 9.707777777777777, 78.62894444444444 9.709972222222222)"
39,39,S,DA,26,38-39,274.62961166001156,2.09,"=IF(H44>15,0)",44.538918,,9.709972222222222,78.62894444444444,GOOD,Available,,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62894444444444 9.709972222222222, 78.62783333333333 9.71211111111111)"
40,40,S,DA,26,39-40,265.9743663822223,2.43,"=IF(H45>15,0)",43.1356049999999,,9.71211111111111,78.62783333333333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62783333333333 9.71211111111111, 78.62702777777777 9.713861111111111)"
41,41,T,DC,26,40-41,212.60700559264635,4.11,"=IF(H46>15,0)",44.099136,"33°53'60""L",9.713861111111111,78.62702777777777,GOOD,Available,11 KV,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62702777777777 9.713861111111111, 78.62747222222221 9.716333333333333)"
42,42,S,DA,26,41-42,278.9783683101226,1.66,"=IF(H47>15,0)",44.488987,,9.716333333333333,78.62747222222221,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62747222222221 9.716333333333333, 78.6278611111111 9.718666666666667)"
43,43,S,DA,26,42-43,260.7600327419781,3.7,"=IF(H48>15,0)",44.273865,,9.718666666666667,78.6278611111111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.6278611111111 9.718666666666667, 78.62830555555554 9.72113888888889)"
44,44,T,DC,26,43-44,279.0356141390291,0.18,"=IF(H49>15,0)",44.5751339999999,"53°42'36""R",9.72113888888889,78.62830555555554,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62830555555554 9.72113888888889, 78.6273611111111 9.722166666666666)"
45,45,T,DB,25,44-45,153.65526882977457,4.36,"=IF(H50>15,0)",46.519306,"5°37'12""L",9.722166666666666,78.6273611111111,GOOD,Available,"LT ,220KV ",,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.6273611111111 9.722166666666666, 78.62597222222222 9.723888888888888)"
46,46,S,DA,26,45-46,244.2106664761219,2.91,"=IF(H51>15,0)",46.089027,,9.723888888888888,78.62597222222222,GOOD,Available,33KV,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62597222222222 9.723888888888888, 78.62477777777777 9.725305555555556)"
47,47,S,DA,26,46-47,206,1.82,"=IF(H52>15,0)",46.3701099999999,,9.725305555555556,78.62477777777777,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62477777777777 9.725305555555556, 78.62333333333332 9.727027777777778)"
48,48,S,DA,26,47-48,245.84794765149567,0.66,"=IF(H53>15,0)",46.542313,,9.727027777777778,78.62333333333332,GOOD,Available,LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62333333333332 9.727027777777778, 78.62194444444444 9.728722222222222)"
49,49,T,DC,26,48-49,243.7867418435726,3.99,"=IF(H54>15,0)",47.296188,"32°56'24""L",9.728722222222222,78.62194444444444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62194444444444 9.728722222222222, 78.62169444444444 9.730916666666667)"
50,50,S,DA,26,49-50,245.19484810885098,2.78,"=IF(H55>15,0)",45.8519739999999,,9.730916666666667,78.62169444444444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62169444444444 9.730916666666667, 78.6215 9.733)"
51,51,S,DA,26,50-51,231.64245506988905,5.21,"=IF(H56>15,0)",46.7763479999999,,9.733,78.6215,GOOD,Available,,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.6215 9.733, 78.62124999999999 9.73511111111111)"
52,52,T,DC,26,51-52,234.29415793779987,1.53,"=IF(H57>15,0)",45.3548619999999,"33°45'36""L",9.73511111111111,78.62124999999999,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62124999999999 9.73511111111111, 78.62249999999999 9.737472222222221)"
53,53,S,DA,26,52-53,293.3118665043317,4.31,"=IF(H58>15,0)",47.185585,,9.737472222222221,78.62249999999999,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62249999999999 9.737472222222221, 78.62369444444444 9.739777777777777)"
54,54,S,DA,26,53-54,288.6850881378804,2.19,"=IF(H59>15,0)",48.5332909999999,,9.739777777777777,78.62369444444444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62369444444444 9.739777777777777, 78.62494444444444 9.742277777777778)"
55,55,S,DA,26,54-55,308.198416852501,1.41,"=IF(H60>15,0)",47.6803129999999,,9.742277777777778,78.62494444444444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62494444444444 9.742277777777778, 78.62636111111111 9.745055555555554)"
56,56,S,DA,26,55-56,345.8991858474368,4.31,"=IF(H61>15,0)",48.7309759999999,,9.745055555555554,78.62636111111111,GOOD,Available,"11KV,LT",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62636111111111 9.745055555555554, 78.62774999999999 9.747694444444443)"
57,57,S,DA,26,56-57,326.39864339683885,2.91,"=IF(H62>15,0)",46.872345,,9.747694444444443,78.62774999999999,GOOD,Available,11KV,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62774999999999 9.747694444444443, 78.62888888888888 9.74986111111111)"
58,58,T,DB,25,57-58,275,2.6,"=IF(H63>15,0)",47.450287,"0°58'12""R",9.74986111111111,78.62888888888888,GOOD,Available,,River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62888888888888 9.74986111111111, 78.62997222222222 9.752)"
59,59,S,DA,26,58-59,265.94740462201014,1.75,"=IF(H64>15,0)",49.2310749999999,,9.752,78.62997222222222,GOOD,Available,,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.62997222222222 9.752, 78.63119444444443 9.754388888888888)"
60,60,S,DA,26,59-60,297,1.96,"=IF(H65>15,0)",52.1510579999999,,9.754388888888888,78.63119444444443,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63119444444443 9.754388888888888, 78.63241666666666 9.756777777777778)"
61,61,S,DA,26,60-61,300,2.1,"=IF(H66>15,0)",53.875008,,9.756777777777778,78.63241666666666,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63241666666666 9.756777777777778, 78.63361111111112 9.75911111111111)"
62,62,T,DB,25,61-62,289.2254413746492,3.9,"=IF(H67>15,0)",53.038006,"7°33'36""R",9.75911111111111,78.63361111111112,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63361111111112 9.75911111111111, 78.63452777777779 9.761694444444444)"
63,63,S,DA,26,62-63,305,3.28,"=IF(H68>15,0)",54.035679,,9.761694444444444,78.63452777777779,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63452777777779 9.761694444444444, 78.63547222222223 9.764305555555556)"
64,64,S,DA,26,63-64,307,2.1,"=IF(H69>15,0)",54.908081,,9.764305555555556,78.63547222222223,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63547222222223 9.764305555555556, 78.63619444444446 9.766361111111111)"
65,65,T,DB,25,64-65,245,2.91,"=IF(H70>15,0)",55.557549,"13°31'48""R",9.766361111111111,78.63619444444446,GOOD,Available,3-LT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63619444444446 9.766361111111111, 78.63647222222222 9.769416666666668)"
66,66,T,DB,25,65-66,340,1.55,"=IF(H71>15,0)",56.731174,"28°48'36""L",9.769416666666668,78.63647222222222,GOOD,Available,,Pond,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63647222222222 9.769416666666668, 78.63752777777779 9.770944444444446)"
67,67,S,DA,26,66-67,206,1.97,"=IF(H72>15,0)",56.027206,,9.770944444444446,78.63752777777779,GOOD,Available,2-33KV,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63752777777779 9.770944444444446, 78.63880555555556 9.772833333333335)"
68,68,T,DC,26,67-68,260,1.7,"=IF(H73>15,0)",55.651299,"42°23'24""R",9.772833333333335,78.63880555555556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63880555555556 9.772833333333335, 78.63847222222223 9.77513888888889)"
69,69,S,DA,26,68-69,260,0.77,"=IF(H74>15,0)",58.420914,,9.77513888888889,78.63847222222223,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63847222222223 9.77513888888889, 78.63811111111112 9.777472222222222)"
70,70,S,DA,26,69-70,263,1.85,"=IF(H75>15,0)",59.875546,,9.777472222222222,78.63811111111112,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63811111111112 9.777472222222222, 78.63775000000001 9.779944444444446)"
71,71,S,DA,26,70-71,280,1.39,"=IF(H76>15,0)",61.059742,,9.779944444444446,78.63775000000001,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63775000000001 9.779944444444446, 78.63738888888889 9.782305555555556)"
72,72,T,DB,25,71-72,270,4.25,"=IF(H77>15,0)",63.206802,"21°56'24""R",9.782305555555556,78.63738888888889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63738888888889 9.782305555555556, 78.63608333333335 9.7845)"
73,73,S,DA,26,72-73,280,1.19,"=IF(H78>15,0)",63.8182559999999,,9.7845,78.63608333333335,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63608333333335 9.7845, 78.6348888888889 9.786444444444445)"
74,74,T,DB,25,73-74,256,2.07,"=IF(H79>15,0)",65.9546359999999,"23°58'48""L",9.786444444444445,78.6348888888889,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.6348888888889 9.786444444444445, 78.63461111111111 9.78875)"
75,75,S,DA,26,74-75,260,5.75,"=IF(H80>15,0)",65.959023,,9.78875,78.63461111111111,GOOD,Available,"11KV,LT",Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63461111111111 9.78875, 78.63438888888889 9.79075)"
76,76,T,DB,25,75-76,225,1.89,"=IF(H81>15,0)",67.1210779999999,"18°46'48""R",9.79075,78.63438888888889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63438888888889 9.79075, 78.63394444444445 9.791694444444444)"
77,77,T,DC,26,76-77,120,2.15,"=IF(H82>15,0)",66.361435,"83°9'36""L",9.791694444444444,78.63394444444445,GOOD,Available,,Inside SS,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.63394444444445 9.791694444444444, 78.63372222222223 9.791583333333334)"
78,Gantry (Maravamangalam SS),T,H-POLE,12,77-Gantry,27,NIL,,68.62442,,9.791583333333334,78.63372222222223,GOOD,NO E/W,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G7:G83),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
